Name ,Link,Comment,Emotion,Tag
,, বাংলা নাটক দেখে আত্মতৃপ্তি পাই। ঝরে অশ্রু- আনন্দের কিংবা বেদনার।,Positive,2
,, যখন অপূর্ব ভাই মিথিলা আপুকে প্রপোজ করে তখন কান্না ধরে রাখতে পারিনি....,Positive,2
,, ভালোবাসার আরেক নাম অপূর্ব,Positive,2
,, সেরা নাটক এতো দিনন লাষ্ট পেজ টা দেখছি  আজকে এই টা দেখলাম অফ জাষ্ট অসাম,Positive,2
,, অস্বাধারন একটা টেলিফিল্ম। লাভ ইউ অপুর্ব,Positive,2
,, অসাধারণ নাটক,Positive,2
,," যত দেখি নাটক তত ভাল লাগে, কিনতু অামার মনের মানুষের কথা মনে পরে যায়, Apurba নাটক গুলো  লাভ story..",Positive,2
,, নাটকের গানটাও অসাধারন খুব খুব ভালো লাগে মিউজিক টা অনেক সুন্দর। ধন্যবাদ এত সুন্দর একটা নাটক উপহার দেওয়ার জন্য।,Positive,2
,, ভালবাসার মানুষকে না পাওয়া জীবনের সবচেয়ে বেশি কষ্টের,Positive,2
,, অসাধারুণ,Positive,2
,, অনেক সুন্দর নাটক আগে তো জানতাম না সত্যাি নাইছ,Positive,2
,," একটা ও নায়িকা সুন্দর নাই, এর চাইতে আমার বউ সুন্দর।shit",Positive,2
,, এটাই সত্যি ভালবাসা শুরু আছে শেষ নেই,Positive,2
,, সত্যি খুবি খুব সুন্দর নাটকটা,Positive,2
,, কিছু কমু না মন ছুয়ে যাওয়া নাটক অপুর্ব,Positive,2
,, দারুণ......,Positive,2
,, CD CHOICE মানেই হিট নাটক..... আর আরিয়ান ভাই ও আপূর্ব ভাই আপনাদের নাটক সুপার হিট হয়,Positive,2
,, গল্পটা অসাধারন ছিল,Positive,2
,, খুব ভালো লাগছে,Positive,2
,, জোশ একটা নাটক। পরিচালককে ধন্যবাদ এরকম ভালো মানের গল্পসমৃদ্ধ নাটক উপহার দেওয়ার জন্য।,Positive,2
,, এখনো ভাল নাটক হয়!,Positive,2
,, এটাই স্বাভাবিক ভাবেই প্রশ্ন? আমরা যারা  এই ভালো কাজটিকরতে পারি। শুধু মাত্র একটু সাপোর্ট ।,Positive,2
,," আরিয়ান ভাই অসাধারণ, সত্যি আপনি বাংলাদেশ সবচেয়ে মেধাবী নাট্য নির্মাতা, আপনার বড় ছেলে দেখে শিশুর মতো কেঁদেছি। আপনাকে অন্তর থেকে ধন্যবাদ জানাই।",Positive,2
,, এতো ভাল লাগে কেরে যতবার দেখি ততোবারি দেখতে মন চায়,Positive,2
,, আসলেই প্রথম প্রেম কখনো ভোলা যায়না,Positive,2
,, তাহসান ভাইএর গান থাকলে ভাল হত।,Positive,2
,," গল্পটা সত্যি অসাধারন, তার উপরে আবার বস আছে",Positive,2
,, সুন্দর গল্প,Positive,2
,, সুন্দর গল্প,Positive,2
,, গান গুলো নাটকের সাথে মিলে গেছে তাই বেশী ভালো লাগলো,Positive,2
,, আমার জিবনে দেখা সেরা নাটক,Positive,2
,, খুব খুব সুন্দর..... আসলে এই নাটকটা দেখলে পুরোন সব কিছু মনে পরে যায়,Positive,2
,, ভালো লাগলো নাটকটা অসাধারণ একটি নাটক,Positive,2
,," অসাধারণ প্রেমের কাহিনী,,,,,,, দ্বিতীয় খন্ডের চেয়ে প্রথম খন্ডটুকু অারো ভালো লেগেছে,,,,,",Positive,2
,, অসাধারণ...,Positive,2
,, খুব ভাল নাটক,Positive,2
,, অসাধারণ অপূর্ব নাটক।।,Positive,2
,, অপূর্বর নাটক মানে সুপার,Positive,2
,," নাটক টা অনেক বার দেখলাম, অনেক সুন্দর হয়েছে কাজ গুলা,নাটক টা দেখে মনে হলো চেকা টা অপূর্ব  খায় নাই,চেকা টা খেয়েছি আমি।  apurba is the best.",Positive,2
,, মিজানুর রহমান আরিয়ান (পরিচালক) ভাই আপনি সত্যি অনেক অনেক  সুন্দর নাটক পরিচালনা করেন .... আপনার সব নাটক দেখেছি এমন কোন নাটক নাই যে আমার ভালো লাগেনি.....( love you Boss),Positive,2
,, খুব সুন্দর হয়েছে,Positive,2
,, অপূর্ব ভাইয়া মানে হিট.,Positive,2
,, অসাধারণ কাহিনী।,Positive,2
,, আমি Apurbo  এৱ নাটক দেখি না।সবাই বলে সুন্দৱ।।তাই দেখলাম।।আৱ  really ভালো লাগলো।।মিলি বাশাৱ কে তো আমাৱ অনেক ভালো লাগে।।,Positive,2
,," অনেক ভালো হয়ছে, এ নাটক তৌরী করার সাথে জরিতো সবাইকে অনেক ধন্যবাদ......",Positive,2
,, জীবনের অনেক কাহীনী অপুর্ব ভা্য় আপনার নাটকের সাথে ১০০%থেকে ৮০% মিল আছে অসাধারণ অপুর্ব ভায় আপনাকে সালাম,Positive,2
,, আচচা আরিয়ান ভাই আমি আপনার সব নাটক দেখি বিশেষ করে অপূব ভাই এর ভালবাসা টা অ পৃন রাখেন কেনবেচেরা কে দেবদাস বানিয়ে দিবেন বদয়,Positive,2
,, অসাধারন নাটক ও মিউজিক,Positive,2
,, খুবই ভালো,Positive,2
,, অসাধারণ লিখনি আরিয়ান ভাই আপনার তুলনা হয়না আর অপুরব তো এক কথায় সুপার হিট,Positive,2
,, অপূরব অনেক ভাল অভিনয় করছে ধন্যবাদ ভাই,Positive,2
,, অপূর্ব ভাই অসাধারন আপনি,Positive,2
,," অপূর্ব এর সব নাটক গুলোই এখন খুব ভাল লাগছে, কেন বলুনতো? অপূর্ব এর নাটক মানেই যেন অসাধারন। আপনাদের কারো কি এমন মনে হচ্ছে?",Positive,2
,, -বার দেখার পর আজ কমেন্ট করলামঅপৃর্ব র নাটক মানেই একটা  রোমান্টিক প্রেমের গল্প।   আমিত অপৃর্ব ভাইয়ের    বিশাল একজন Friends,Positive,2
,, অর্পব মানেই নাটক সুপার ডুপার।,Positive,2
,, অাসলে নাটকটা সুন্দর।ভালবাসার ক্ষেএে এমনই হয়। বিশেষ করে  classmate  এর ব্যাপারে।,Positive,2
,, ভালোবাসা মনে সবসময় কিছু পাওয়া নয় কখনো হেরে গিয়েও ভালোবাসা যায়,Positive,2
,, আমার দেখা বেস্ট নাটক,Positive,2
,, অসাধারণ নাটক,Positive,2
,, খুব ভালো লাগলো নাটক টা,Positive,2
,, অসাধারণ একটি নাটক ।মন যাকে ভালোবাসে তার কোন যোগ্যতা  দেখেনা ।শুধু  মন দিয়ে মনকে চিনে নেয় ।,Positive,2
,, অসাধারন নাটক,Positive,2
,, আয়নের চাকরী হবার পর জেরিনের সাথে এয়ারপোটে দেখা করানো হলে নাটকটি আরো ভাল লাগত,Positive,2
,, আমার জিবনের সেরা নাটক,Positive,2
,, আচ্ছা ফ্রেন্ড বলার সময়ে মিথী আপু ওইটা কী হাসি দিয়ে গেলো,Positive,2
,," বাস্তব জীবনের উদাহরন, খুব সুন্দর নাটক....",Positive,2
,, কি আছে দুনিয়াতে এর থেকে বেশি পাওয়া পছন্দ করা মানুষটাকে নিজের করে পাওয়ার চেয়ে?,Positive,2
,, প্রেমের মরা জলে ডুবে না ড,Positive,2
,, অসাধারণ আর বলবো না কিছু,Positive,2
,, অসাধারণ,Positive,2
,," অসাধারণ একটা কাহিনী,  জীবন টা ত একটা,,,,,,all the best....",Positive,2
,, গল্পটি অনেক সুন্দর।,Positive,2
,, খুব ভালো লাগলো,Positive,2
,, অনেক সুন্দর হয়েছে,Positive,2
,, অসাধারন একটা নাটক,Positive,2
,, গান টা অনেক সুন্দর,Positive,2
,, নাটক এর গান গুলি এতো ভালো হয় কেনো? Awesome! Yaar...! মিনার  U Bro...,Positive,2
,, অসাধারণ,Positive,2
,, খুব ভালো লাগলো।,Positive,2
,, অপূবোর নাকট এতো ভালো হয় কেনো,Positive,2
,," রচয়িত নাটক অপূর্ব ভাইয়ের কাছে পৌঁছাতে,কোন মাধ্যম, সহৃদয় কোন শুভাকাঙ্গীর জানা থাকলে, জানিয়ে উপকৃত করলে কৃতজ্ঞ হব।",Positive,2
,, এক কথা অসাধারন লাগলো দেখে কাতার থেকে,Positive,2
,, নাটকটা দেখে খুব ই ভাল লাগলো। মিজানুর রহমান আরিয়ান ভাই এর ভক্ত হয়ে গেলাম। ধন্যবাদ আপনাকে এত সুন্দর একটা গল্প উপহার দেয়ার জন্য।,Positive,2
,," গল্পটা খুব সুন্দর, সবার অভিনয় অসাধারন হয়েছে।সবচেয়ে বেশি ভাল লেগেছে ব্যাকগ্রাউন্ড মিউসিক, গল্পের সাথে মিউসিকগুলো একদম মিলে গেছে।ক্যামেরার সামনের এবং পেছেনর সবাইকে অসংখ্য ধন্যবাদ এমন একটি নাটক উপহার দেওয়ার জন্য।এন টিভিকে বিশেষ ধন্যবাদ সুন্দর সুন্দর নাটক উপহার দেওয়ার জন্য।",Positive,2
,, আমার লাইফে এই প্রথম নাটক দেখে কেদেছি কারন আমিও আমার ফেমেলির বড় ছেলে তাই এইরকম একটা নাটক দেয়ার জন্য পরিচালক কে ধন্যবাদ,Positive,2
,, স্যালুট বস্।।। অপূর্ব,Positive,2
,, মিজানুর রহমান আরিয়ান ইউ বিউটি।রকস্,Positive,2
,, অপূর্ব আসলেই অপূর্ব,Positive,2
,, আমার বউ এর অনুরোধে দেখলাম ভালই লাগছে,Positive,2
,, দারুন হইছে ভাই..... এরকম Drama আর দেখিনি....ধন্যবাদ মিজানুর রহমান,Positive,2
,, সারলিনকে নায়িকা হিসেবে নিলে আরও ভাল লাগত,Positive,2
,, অপূর্ব ভাইয়ের অভিনয় আসলেই অনেক ভাল ছিল...!!!,Positive,2
,," কি আর বলব, এক কথায় অশাধারন......১০০টা লাইক দিতে পারলে, হয়ত নিজের কাছে ভাল লাগত",Positive,2
,, অসাধারণ একটি নাটক,Positive,2
,," এক কথায় অসাধারণ।এত সুন্দর অভিনয়, আর কাহিনী আমি আগে দেখি নি",Positive,2
,, অনেক সুন্দর .......,Positive,2
,, নায়িকার ঠিক সামনে বসেই পড়তে ইচ্ছা হলো নায়কের??,Positive,2
,, আলিয়ান ভাই যেখানে  ভালো  নাটক  সেখানে   আর অপুরব ভাই তেো  বস,Positive,2
,, খুব সুন্দর,Positive,2
,, ওয়াও। ঈদের প্রথম ভালো লাগার মতো উপহার,Positive,2
,, অপূর্বই সেরা।,Positive,2
,, JerY এর সাথে একবার দেখা হলে আরো ভালো হত..সব নাটকে অপূর্ব emotiona blackmale করে দেয়..,Positive,2
,, অনেক সুন্দর তবে শেষে অন্তত একবার দেখা হওয়া উচিত মিথিলার সাথে,Positive,2
,, এক কথায় অসাধারণ,Positive,2
,, Batch   নাটক টি অসাধারন একটি ঘটনা জা আমার বাসতব জিবনে ঘটে গিয়েছে.....অপূর্ব র অভিনয় দারুন..just keep it up...,Positive,2
,, আরিয়ান ভাই আপনার লেখা সবচাইতে সূনদর নাটক আমার দেখা সেরা নাটক আমাদেরকে সুন্দর নাটক ওপহার দেওয়ার ধন্যবাদ আপনাকে,Positive,2
,, দারুন!!! একটা টেলিফিল্ম। নাটকের কাহিনী সুন্দর কিন্তু বাস্তবে মানুষ যাকে ভালোবাসে তার জন্য বিয়ের আগে  সব করতে রাজি থাকে কিন্তু বিয়ের পর তার জন্য কিছু কষ্ট করে করবে সে ইচ্ছা শক্তিটাও তখন থাকে না।নাটকে ছেলেটা মেয়েটাকে না পেয়ে তার ইচ্ছা শক্তি দিয়ে সে পাইলট হয়েছে।কিন্তু মেয়েটাকে যদি সে পেতো তখন কি সে পাইলট হতো??তখন হয়তো সে পড়ালেখা শেষ করে কোনো মতে একটা চাকরি করতো নয়তো কিছুই করতো না ।। যাক খুবই সুন্দর একটা নাটক।,Positive,2
,, এই নাটকের গল্পটা ছিলো অসাধারণ মতে এই নাটকটা best,Positive,2
,, এত সুন্দর একটি নাটক।।।খুব খুব ভাল লাগল।।।love u so much apurba vhi...& ariyan vhi....,Positive,2
,, পুরোটাই বাস্তবতার সাক্ষী বানিয়ে দিলেন ভাই !!! । অনেক ভাল ছিল।সত্যি অনেক ভাল লাগল।,Positive,2
,," আবেগ গুলোর মৃত্যু হয়েছে।তোমার বলা শেষ সরি আজ প্রেরণার উৎস। স্বপ্ন গুলো চুরি হতে বসেছে। কিন্তু না,নিজেকে ভালোবাসতে শিখতে হবে সবার আগে।ভালোবাসার মানুষ গুলোর জন্যে থাকবে শুভ কামনা।",Positive,2
,, অনেক বার দেখছি অসাধারন,Positive,2
,, য়েক কথায় অসাধারণ। ওয়াও,Positive,2
,, অসাধারণ টেলিফ্লিম । খুব সুন্দর জুটি। এই জুটির আরো নাটক/ টেলিফ্লিম চাই।,Positive,2
,," আমি বাংলাদেশের বিনোদন জগতের শুধু একটা অঙ্গন কে নিয়ে গর্বিত ও আনন্দীত হই সেটা হলো ড্রামা মানে নাটক,। আমার দেশের নাটক গুলো এতটাই সুন্দর হয় যে অন্য কোন দেশের ফ্লীম বা ড্রামা কেউ এভাবে তৈরি করতে পারে না। তাই আমি সবসময় নাটক নিয়ে ব্যাস্ত থাকি। ভাল বাসি আমার প্রিয় অপূর্ব কে।ভালবাসি নাটক নির্মাতা কে এবং",Positive,2
,," অপ্স!মাইন্ডব্লোয়িং।এই টেলিফিল্ম এতদিন দেখি নাই!একটু বেশি লম্বা বলে আজকাল আজকাল করছিলাম।অবশেষে দেখা হল।এককথায় টেলিফিল্মটার মেকিং সুপারভ,আর লোকেশনতো ছিল বাধিয়ে রাখার মত।আমাদের দেশে আরও ভালো কাজ হউক।সেটাই চাই।বিশেষ ধন্যবাদ প্রাপ্য মিজানুর রহমান আরিয়ান ভাই,ধন্যবাদ ব্যাচ  ফুল টিম।অল দ্যা বেষ্ট",Positive,2
,, এ বছর অপূর্ব অভিনীত সেরা নাটক কত বার দেখলাম হিসেব নেই,Positive,2
,," নাটকের গান গুলো শুনে অনেকটা ইমোশন লাগছিলো।অনেক ফেমিলির বাবা মা ভালবাসাকে মেনে নেয় না।নাটক টা ভালো লাগছে। তবে এই রকম হলে অারো ভালো হতো,যেমন মিথীলার একটা বেবী থাকতো  তার সামি থাকতো। তারা বাংলাদেশে লেন করতো মিথীলার বাবা তাদেরকে রিসিপ করার জন্য যেতো।  এমন সময় Apurbo r সাতে সবার দেখা হতো  কিন্তু  কথা হত না Apurbo  মুখ ফিরিয়ে নিতো  মিথীলার বাবা   Apurbo কে দেখে অবাক হতো।।।।।।।আসা করি আইডিয়া টা ভালো লাগবে।",Positive,2
,, .অসাধারন,Positive,2
,, অসাধারণ,Positive,2
,, অনেক অনেক ধন্যবাদ মিজানুর রহমান আরিয়ানকে এত সুন্দর নাটক উপহার দেওয়ার জন্ন,Positive,2
,, অনেক ভালো লাগলো নাটক টা,Positive,2
,, অসাধারণ বলার কিছু নাই,Positive,2
,, হা হা হা অনেক ভাল লাগছেলাইফ এ অনেক কিছু হয়ে যায়। আমার ও এই রকম অবস্তা হইছিল। কিন্তু আল্লাহ মাফ করছে। এখন আমরা অনেক হেপি। আমাদের একটা সুন্দর বেবি আছে। দুআ করবেন। কেউ যেন এই পরিস্থিতি তে না পরে।,Positive,2
,," আমার দেখা নাটক এর মধ্যে সেরা একটি নাটক, এই রকম বাস্তবিক ঘটনা অনেকের ই  ঘটে, নাটক টি একবার দেখলে আর একবার দেখতে মন চাই না, ইমোশনাল হয়ে যাচ্ছি!! অশেষ ধন্যবাদ, মিজানুর রহমান আরিয়ান ভাই কে। সুন্দর একটা নাটক উপহার দেওয়ার জন্যে!!",Positive,2
,, অসাধারণ একটা নাটক যতই দেখছি ততই ভালো লাগছে,Positive,2
,, অনেক দিন পরে একটি মিষ্টি প্রেমের /বিরহের নাটক দেখলাম,Positive,2
,, আমার দেখা এবারের ঈদের সব থেকে বেষ্ট টেলিফিল্ম এটাই,Positive,2
,," অনে দারুন ছিলো,,,,,,,, অস্থির ভালো,,,,",Positive,2
,," নাটক হলেও অনেক বেশিই বাস্তবিকতার ছোঁয়া আছে, ভালো লাগছে",Positive,2
,," অসাধারণ নাটক,,,,",Positive,2
,," নাটক টা এক কথায় অসাধারণ,,,কিছু বলার নাই।।",Positive,2
,, অন্তত মিথিলা এবং তার বাবার সাথে আপূর্বের এয়ারপোর্টে একবার দেখা হলে আরেকটু ভাল হত।নাটক টা অসাধারণ হয়েছে।,Positive,2
,, অনেক বেশি ভাল লেগেছে,Positive,2
,," অপুব' র লাইফ এর সেরা নাটক এটা,,,,,?",Positive,2
,, অপূর্ব ভাই কি কিছুই পেলোনা এটা কি হয়,Positive,2
,," হুম, খুব ভালো লাগলো । সত্যি ভালোবাসায় যদি কারো একটু সাপোট থাকে তাহলে সব সম্ভব ।",Positive,2
,, ওয়াও খুব ভালে লাগলে। আরে বেশিভালে লাগতে যদি মিথিলার সাথে দেখা হতে।,Positive,2
,, অনেক দিন পর একটা ভালো নাটক দেখলাম,Positive,2
,," বাংলাদেশের এত সুন্দর সুন্দর নাটক থাকতে কেন যে মানুষ ভারতের নাটক দেখে বুঝিনা,,,  আর বলবো নাটকটা দারুন হইছে,,",Positive,2
,, অনেক ভালো লাগলো...অপূর্ব  <,Positive,2
,, এক কথায় ওয়াও.......ক্যামেরার কাজ দেখে মুগ্ধ হয়ে গেলাম....,Positive,2
,, অনেকদিন পর এত সুন্দর টেলিফ্লিম দেখলাম।,Positive,2
,, আমার life এর দেখা...সেরা নাটক..........Deticated ;- Jesina Jahan kyea,Positive,2
,, অনেক সুন্দর দেখে মনটা ভাল হয়ে গেছে,Positive,2
,, নায়ক হিসেবে তাহসান ভাই থাকলে ভালো হতে,Positive,2
,, অনেক অনেক সুন্দর,Positive,2
,, আমার দেখা সেরা নাটক  অনেক ভালো লাগলো।,Positive,2
,," নাটকটি তার শেষ কথা ""৪ বছর আগে কেহ আমাদের এই সাপোর্ট টি দিলে আজ আমার ভালবাসার মানুষটিই আমার পাশে থাকত"" এর সাথে সাথে এটা বুঝিয়ে দিল শুধু ভালবাসা থাকলেই চলে না কাউকে পেতে হলে বুদ্ধিও কাজে লাগাতে হয়।।",Positive,2
,, সেরা নাটক।ভাল লাগল,Positive,2
,," টাচিং স্টোরি + রিয়েলিটি ,, দুইটার মিশ্রণে খুব ভালই হয়েছে । সুন্দর উপভোগ করলাম",Positive,2
,, একটা ভালো ছেলেকে একটা মেয়ে কি ভাবে খারাপ করে চলে যাই,Positive,2
,, একটা ছেলের সাথে প্রেম করতে তার টাকা পয়সা কে না তার মন টা কে দেখা দরকার তেমনি একটা মেয়ের সাথে প্রেম করতে হলে তার সুন্দর মন দেখা উচিত তার রুপ না,Positive,2
,, অনেক সুনদর নাটক,Positive,2
,, আমার কাছে রোমান্টিক নাটকের একটা স্ক্রিপ্ট আছে। স্ক্রিপ্টটি বিক্রি করতে চাই।,Positive,2
,, খুব সুন্দর!,Positive,2
,, অনেকদিন পর  ভালো কোন নাটক দেখলাম,Positive,2
,, অসাধারণ নাটক,Positive,2
,, অনেক সুন্দর একটি নাটক।অনেক ভালো লেগেছে,Positive,2
,, অসাধারন একটা নাটক,Positive,2
,, শেষ সময় জেরিন আর তার বাবার সাথে একবার অয়নের দেখা হলে অডিয়েন্স অার একটু বেশি উপভোগ করত।,Positive,2
,, খুব সুন্দর একটা নাটক উপহার দেওয়ার জন্য অনেক অনেক ধন্যবাদ,Positive,2
,, আরিয়ান ভাই আপনাকে অনেক ধন্যবাদ এতো সুন্দর নাটক  দেওয়ার জন্য,Positive,2
,, aporba  এর অভিনয় অসাধারণ,Positive,2
,, অনেক সুন্দর নাটকটি। অনেক কিছু শেখার আছে এ নাটক থেকে।,Positive,2
,, খুবই সুন্দর,Positive,2
,, এক কথায় অসাধারণ।,Positive,2
,," অসাধারণ, এক কথায় অনেক অনেক সুন্দর একটা নাটক। অপূর্ব ভাইয়া তো অপূর্বই  ...........অতুলনিও !!!! আর থিমটা clear & complete....",Positive,2
,, অনেক ভালো লেগেছে নাটক টা দেখে। নাটকটা থেকে অনেক কিছু শিখার আছে ।,Positive,2
,, অনেকদিন পর একটা ভালো রোমান্টিক নাটক দেখলাম। খুব সুন্দর। ন্যাকামি মার্কা অভিনয় এবং কাহিনি না অন্তত।,Positive,2
,," that's awesome......আমার মতে বিয়ের মত,,,,বিষয় গুলি should be open.",Positive,2
,, অপূর্বর নাটক কিছু বলা লাগে না,Positive,2
,, খুব সুন্দর টেলিফিল্ম; অপূর্বর এখন পর্যন্ত সেরা অভিনয়।,Positive,2
,, আচ্ছা ভাই সব নাটকেই প্রেম শুরু হইলেই নায়িকার বিয়ে ঠিক হয় কেন? :o,Positive,2
,, অসম্ভব সুন্দর গান টা :,Positive,2
,, অসাধারন একটা নাটক,Positive,2
,," অনেক সুন্দর একটা নাটক।     অভিনেতা,  অভিনেত্রী, পরিচালক, প্রযোজক সহ সবাইকে অনেক ধন্যবাদ।",Positive,2
,," সত্যিই অনেক ভালো লাগছে,,,হয়তো কারো জীবন এর সাথে মিলেও গেছে,,,ধন্যবাদ জানাই,,,পরিচালক ভাই কে,,,আপনার কাছ থেকে ভালো কিছু পাওয়ার অপেক্ষায় থাকলাম",Positive,2
,, মিনারের গান টা অনেক ভালো ছিলো,Positive,2
,, আমি ইউটিউব এ যতো নাটক দেখেছি.. তার মদ্ধে এটা বেস্ট এতো সুন্দর কাজ আমি খুব কমি দেখেছি মনে হয়..অন্নেক ধন্নবাদ সকল অভিনয় শিল্পি এবং.. পরিচারক ভাই কে....তবে যদি একবার হলেও দেখা হতো জেরিন এর সাথে. আমরা যারা দর্শক আছি সবার কাছে আরো ভালো লাগতো...all the best...,Positive,2
,," আমি বাংলাদেশি তাই বাংলা নাটক ই দেখতে ভালবাসি,,।",Positive,2
,, আমার দেখা  best নাটক....অনেক অনেক ভাল লাগল...,Positive,2
,," নাটক টা দেখে খুব ভালো লাগচে,,এই ঈদের বেস্ট  নাটক,,জীবন নাটকের চেয়ে বড় নাটকিয়,,,",Positive,2
,, অপূর্ব অভিনয় ও অপূর্ব,Positive,2
,, কয়েকটা বাংলা সেরা নাটকের নাম দরকার ছিলো।যা জানা আছে কাইন্ডলি বলবেন প্লীজ!,Positive,2
,, সুপার সুপার লাভ ষ্টোরি ৷ সত্যি অনেক অনেক ভালো লাগছে ৷ ধন্যবাদ মিজানুর রহমান ৷ লাভ ইউ বস অপূর্ব,Positive,2
,, অসাধারণ....,Positive,2
,," An excellent work. Thanks Mizanur Rahman Aryan. Apurba, Mithila, Aparna everybody done their best performance. Really great and hurt touching direction. আসলেই মাষ্টারপিস !!!  অসাধারণ উপস্থাপনা। কাহিনী,কাহিনীর বিন্যাস , চরিত্র নির্বাচন, ঘটনার যুক্তিসঙ্গত ধারাবাহিকতা, প্রতিটি চরিত্রের অভিনয়, আবহ সঙ্গীত, লোকেশন, ভালবাসা, বাস্তবতার মিশেল সব মিলিয়ে গল্প বলার ধরণটা অসাধারণ। অনবদ্য সৃষ্টিকর্ম, বাস্তবতার প্রতিচ্ছবি। অসাধারণ অভিনয় করেছে অপূর্ব, মিথিলা, অপর্ণা।। এখনো অনেক ভালোমানের, সুন্দর গল্পের নাটক যে তৈরি হয় এটাই তার প্রমাণ ! অনেক দিন পর এত ভালো একটা নাটক দেখলাম। এই ঈদের সেরা কাজ !.মিজানুর রহমান আরিয়ানকে অনেক ধন্যবাদ।",Positive,2
,, অসাধারন.  নাইচ.  নাটকটা দেখে যে মজা পেলাম তার চেয়ে কষ্ট পেলাম. পাট ২ চাই???????,Positive,2
,, অনেকদিন পর এইরকম #মানসম্পন্ন নাটক দেখলাম!!!! কাহিনী টা ভালো ছিলো!!!,Positive,2
,, জীবনের প্রিয় নাটক গুলার একটা হই গেলোসেই রকম ছিল নাটকটা,Positive,2
,," ভালোবাসায় কিছু ত্যাগ,কিছু সাপোর্ট অনেক বেশি দরকার।দারুন কাজ।।।",Positive,2
,," অসাধারণ নাটক,,,,",Positive,2
,, so nice নাটকটা অনেক ভালো লাগলো,Positive,2
,, নাটকটা অনেক ভালো লাগলো,Positive,2
,," boss you are the great, তোমার proposal টা দেখেই সাথে সাথে কমেন্টস করলাম আর মিথিলার কথা কি বলব ওর চোখে পানি দেখে নিজেই emotional  হয়ে গেছি। নাটক এখনো শেষ করি নাই।",Positive,2
,," hurt touching একটা নাটক,sotti emotional হয়ে গেছি, নাটকটি বাস্তবতার প্রতিচ্ছবি , এমন নাটকের জন্ন সবাই অপেক্ষায় থাকে thanks আরিয়ান ভাই & অপূর্ব ভাই সহ নাটকের সহ অভিনেতা অভিনেত্রী সহ সবাইকে",Positive,2
,," এই ঈদের সেরা টেলিফিল্ম এটা, সত্যিই হার্টথ্রুব, দুই বছর আগে যদি এই সাপোর্ট টা আমিও পেতাম.....................",Positive,2
,, মা বাবার ভালবাসার কাছে নিজের ভালবাসা এভাবেই হারিয়ে যায়......,Positive,2
,, আমার দেখা লাইফের সেরা নাটক এইটা। অপূর্ব ভাই এর নাটক হিট না হয়ে যাবে কই। :),Positive,2
,," এতো ভালো লাগেছে বলে বোজাতে পারবো না,",Positive,2
,, এই ধাম্রা বয়স এ কলেজ না দেখিয়া এম বি এ এর স্টুডেন্ট হিসেবে দেখালে ভালো  হতো,Positive,2
,, ছোঁখের পানি ধরে রাখতে পারলাম না,Positive,2
,, খুবই সুন্দর একটা নাটক ছিল,Positive,2
,, কি আর বলবো ভাষা খুঁজে পাচ্ছি না। অপূর্বর অভিনয় সব সময় ১ নম্বর আর পাইলট পোশাকে অপূর্বকে এতোটাই সুন্দর লাগছিলো মনে হচ্ছে সত্যিই সে পাইলট। অসংখ্য ভালোবাসা আর  ধন্যবাদ Apurbo boos,Positive,2
,," নাটকটা দেখলাম,অসাধারন।জীবনের সাথে মিলিয়ে দেখার চেষ্টা করেছি।আসলেই বাস্তবিক এমন ঘটনার ছবি আবার এমনি এভাবে,,,,,,,,,। অসাধারন।",Positive,2
,, দারুণ লাগল,Positive,2
,, অসাধারন এক নাটক উপহার দিলো,Positive,2
,, অসাধারন,Positive,2
,, আগেই জানতাম আরিয়ান ভাইয়ের নাটকে নতুন চমক থাকবেই ... অসাধারণ গল্প ... সাথে অসাধারণ অভিনয় সবার ... :),Positive,2
,, খুব ভালো লাগল  ;-),Positive,2
,, অপূর্ব ভাই সুপার নাটক করেন আপনি। আপনাকে আমার অনেক ভালোলাগে। ধন্যবাদ এত সুন্দর নাটক আমাদের উপহার দেবার জন্য।,Positive,2
,, অসাধারণ আর কিছু বলার নাই,Positive,2
,, খল নায়িকা মিথিলা!!,Positive,2
,," অসাধারণ একটি টেলিফিল্ম। অনেক ভালো লাগল, অার এই সুন্দর একটি টেলিফিল্ম যারা অামাদের কে উপহার দিল তাঁদের কে সহ Ntv র পরিবার কে জানাই অসক্ষ্য ধন্যবাদ।",Positive,2
,, আমার দেখা সেরা প্রপোজ এই নাটকে,Positive,2
,," জেরিন এর মত মেয়রা সুধু টাকাটাকেই চিনলো ভালোবাসা না,জেরিনের একটু সাপোর্টেই পারতো তাদের ভালোবাসাটা বেচেথাকতে,",Positive,2
,, অনেক সুন্দর নাটক,Positive,2
,, আমার জীবনের দেখা  সব নাটকের মধ্যে এটা সেরা নাটক। ধন্যবাদ জানাই মিজানুর রহমান আরিয়ান ভাইকে এরকম নাটক আমাদের কে উপহার দেওয়ার জন্য।,Positive,2
,, আমার জিবনে সেরা নাটক,Positive,2
,, অসাধারন........................,Positive,2
,, এই ইদ এর best,Positive,2
,, wonderful টেলিফিল্ম,Positive,2
,, অনেক ভালো লাগল। কিন্তু বাকি অংশ চাই।।।।।,Positive,2
,, আমি ভেবেছিলাম অপুরবোর বিয়েতে মিথিলার পরিবার আসবে আর তখন মিথিলার বাপ......অনেক ভাল লেগেছে।,Positive,2
